Someone:what is the disease spread more and faster than covid Thalapathy fans: thalapathy fever,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
வாழ்க வளமுடன்,"[0, 0]"
Amma,[1]
After knowing Vishal is in this song from a media post as he got to play JD character in the task love from Kerala VishalandAsin,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Ummala idhanda song uh,"[1, 1, 2, 1]"
Listening everyday And i found my dad secretly dancing for this song while i listening this on speaker,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
u,[2]
Vijay thalapathyy,"[2, 2]"
Freinds make it 200 million friends fast make it before june 22 thalapathy anna birthday friends,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2]"
Ama da nenga ipdiye pannitu irunga ettana periyar vantahalum ungala tirutta mudiyathunu Vivek sonnathu correct than ungakitta iruku na atha kastapadum makkalukku kudunga pa atha vittutu ipdi senja girls a petta ella parents um enna seivanga,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1]"
Dai Naya ethanai elai makkaluku chapadu kodukalam naya,"[1, 1, 1, 1, 1, 1, 1, 1]"
Sai Krishna,"[2, 2]"
hits diffrent,"[2, 2]"
Op binod,"[2, 2]"
Favorite hero,"[2, 2]"
Ennga da Raja kollai adicha jayalalitha kuda sentha semma,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
You are best,"[2, 2, 2]"
Bro riyaz Anna um Fayaz kuda innoru anna irundhangala avanga unga twin ah,"[2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1]"
Who are Thalapathi Vijay fans like,"[2, 2, 2, 2, 2, 2]"
Podunga sir ivana putichi jailla,"[1, 2, 1, 1, 1]"
என்ன விவசாயியா ha haa haaa Best Comedy of the year,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2]"
I dont know why but i see luffy dancing to this song in gear 5 JoyBoy mode,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Lik,[2]
I love u riyas,"[2, 2, 2, 2]"
இன்றுடன் மாஸ்டர் படம் வந்து நான்கு ஆண்டுகள் நிரை வடைந்துள்ளது,"[0, 0, 0, 0, 0, 0, 0, 0]"
Vera level song,"[1, 2, 2]"
This is not right show a arrogant because so many people children plus poor kids they can arrange gifts a cash voucher to poor people during corona time whole village happy Joyful blessings to wedding couple this could be better look anyway god bless wedding couple,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
avarukku innoru ponnu irukkumaa,"[1, 1, 1, 1]"
The concerned father should be brought to books,"[2, 2, 2, 2, 2, 2, 2, 2]"
தேவைக்கு மீறி இவ்வாறு வீண்விரயம் செய்வதை விட எத்தனையோ வயது வந்து திருமணமாகாத ஏழைப் பெண்களுக்கு உதவலாமே,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hi,[2]
தளபதி விஜய் உண்மையிலேயே ஒரு சிறந்த நடனக் கலைஞர் அற்புதமான நடன நிகழ்ச்சி பிரபலமான மற்றும் பிரபலமான பெங்காலி ஐட்டம் பாடலான ஹ்ரிடோய் உரு உருஐ அனைவரும் கேட்டு நடனமாடுமாறு கேட்டுக்கொள்கிறோம்,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Venuney dislike poduvanuvo pola haters savatum 200M,"[1, 2, 1, 1, 2, 1, 2]"
Idha ellam eduthutu poi veetla vachutu namma veliyila ukkara vendi dhaan,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
இதுலா முக்கியம் இல்ல குமாரு புருசன் கூட சந்தோஷமா வாழனும் குமாரு,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Legend Anirudh,"[2, 2]"
Sontha Vuzhaippila Ser Varishai Ok Ok,"[1, 1, 1, 1, 2, 2]"
someone react to the girl this is crazy lol,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
இதுலேந்து என்ன தெரியுது மக்களுக்கு வந்த காச ஒரு ரூபாய் கூட மக்களுக்கு கொடுக்கல முழுசா முழுங்கிட்டான் போல அதான் இப்படி,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Yaru vitdu kasoo,"[1, 1, 1]"
enathan nee 4 5 cooker vangi koduthalum ava zomato la than order pana poraaa,"[1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1]"
Dislike this makkale Entha oorila farmer ivalavu seethanam kuduthirukkan,"[2, 2, 1, 1, 1, 2, 1, 1, 1]"
Naa Ready x Vaathi Coming dropped Hope you all enjoy,"[2, 2, 3, 2, 2, 2, 2, 2, 2, 2]"
I loved that video so much Hes the most stylish and graceful person of our generation or at least the last one standing I saved almost 90% on my flights using Mighty Travels Premium,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
இந்த பாடல் கேட்டாலே கை காலெல்லாம் தானாக நடனம் ஆடும்,"[0, 0, 0, 0, 0, 0, 0, 0]"
Mass anna sama plan,"[1, 1, 1, 2]"
Nenga ithayellsm oru sila yelaiku vanki kututhu parunga avunga siripu idakuma,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
This song became most viewed song in Vijay anna career,"[2, 2, 2, 2, 2, 2, 2, 2, 1, 2]"
Super song,"[2, 2]"
காசு பணம் இருக்கு என்பதால் இப்படி சீர் செய்வதை பார்த்து நம்ம வீட்டுக்கு வர்ற மருமகளும் இப்படி கொண்டு வந்தால் நல்லா இருக்கும் என்று சில மாமியார்கள் வரதட்சணை கேட்கிறார்கள்,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
535 million thalapathy,"[2, 2, 2]"
Why dont tell the party of mla must be admk since in Amma peravai,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]"
7 கோடி வந்தாச்சி சீக்கிரம் அந்த 10கோடிய கண்ணுல காட்டுங்க ப்ரெண்ட்ஸ்,"[2, 0, 0, 0, 0, 0, 0, 0, 0]"
Sir G enaku oru pithala aanda venum,"[2, 2, 1, 1, 1, 1, 1]"
ALWAYS MASTER,"[2, 2]"
Most famous song of 20212022,"[2, 2, 2, 2, 2]"
Bro can you sell this dog to me my dog also died two years ago same labodor,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
வரதட்சணையே சட்டப்படி குற்றம் இதில் அரசாங்க பணியில் இருப்பவர் இதை செய்வது என்ன சொல்றது,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Vaathi coming and energy coming,"[2, 2, 2, 2, 2]"
இல்லை என்போர் இருக்கையிலே இருப்பவர்கள் இல்லை என்பார் மடி நிறைய பொருளிருக்கும் மனம் நிறைய இருளிருக்கும்,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
விளம்பரம் இது,"[0, 0]"
One more opinion: Everybody looking for guy like JD,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
என் மாமா கண்ணில் படும் வரை ஷேர் செய்யவும்,"[0, 0, 0, 0, 0, 0, 0]"
It is suggested to make IT raid there,"[2, 2, 2, 2, 2, 2, 2, 2]"
Are you triples,"[2, 2, 2]"
Master plan success,"[2, 2, 2]"
Ponnu nu sonnathum poriyae un thangachiyum ponnu thaan Un thangachi video pakkathan ethey mathiri ellarum varanga Mind it,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2]"
Bro ninga motham ethna peru bro 3pera orea mari ellarum irrukinga,"[2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]"
Intha kalyana sodiku 10 girls papa porakanum,"[1, 1, 1, 2, 2, 2, 1]"
Bro vitula motham ethana per Moni sista vum unga sister thana,"[2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1]"
thalapathy reaction,"[2, 2]"
Song :vathai coming Fans: marana waiting,"[2, 2, 2, 2, 1, 2]"
Thalpathy power,"[2, 2]"
Arrest for giving dowry,"[2, 2, 2, 2]"
Paythiam pidichavarhal,"[1, 1]"
கொல்லை அடிப்பதிலும் கொலை பன்னுவதிலும் மதுரைகாரனை மிஞ்சவே முடியாதுடா சாமி வாழ்த்துகள் சகோதரி நீ ரொம்ப அதிஷ்டசாலி பெண்ணுதான் எல்லா பெண்ணுக்கும் இப்படி வாய்க்காது,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Niyas anna ippola neenga video la athigama vara matringa yeh,"[2, 1, 1, 1, 2, 1, 1, 1, 1, 1]"
Happy sankrathi,"[2, 2]"
My hometown My village Unwanted and completely disgusting showoff Not at all needed Nalla vilaikku engala lam vikkiradha ennakkum virumba maattom many of our young gen guys It makes me feel mean Thevaye illa Ivlo luxury aadambaram,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1]"
Pavithr devilive,"[3, 3]"
பணக்காரன் மேலும் பணக்காரன் ஆகிறான் ஏழை மேலும் ஏழை ஆகிறான் எந்த மக்களாவது சிந்திப்பது உண்டா,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Samugam periya idam pola,"[1, 1, 1, 1]"
Over,[2]
Mast movie,"[1, 2]"
Only for thalapati,"[2, 2, 2]"
Enda dai Athu ku ethukida ivlo paththhram,"[1, 1, 1, 1, 1, 1, 1]"
Itha pakka stomach burn aguthu Illathavangalukku kodutha punnniyam achi kedaikkum,"[1, 1, 2, 2, 1, 1, 1, 1, 1, 1]"
Super master plan,"[2, 2, 2]"
Thalapathy vijay Soon 1 3 million likes,"[2, 2, 2, 2, 2, 2, 2]"
என்னடா தெறிக்க விடலாமா தெறிச்சு செதறுதுடா தளபதி ய தவிற வேற எதையும் பார்க்க முடியாது ப்ராமிஸ்,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Understand 0% vibe 100% energy level,"[2, 2, 2, 2, 2, 2]"
bro neenga sammiya panringa i like it woww super riyas bro,"[2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2]"
Thalapathy Vijay sir is GOAT,"[2, 2, 2, 2, 2]"
Makkalai kollaiyadyttha panam eppady ellaam seiyavekkum elai enke pokum Pavam pillai,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Super song,"[2, 2]"
Thalapathi fans like,"[2, 2, 2]"
Naai Kalyanam vesi mappilai,"[1, 1, 1, 1]"
நா இல்ல என் டெலன்ட் இல்ல என் சொந்த உழைப்பு இல்லை கிருபா கிருபா கிருபா கிருபா எல்லாம் கிருபா கிருபா,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dont promote dowry stronger,"[2, 2, 2, 2]"
எங்க சாமி இருந்திங்க நான் பொண்ணு தேடும் போது,"[0, 0, 0, 0, 0, 0, 0]"
Aen dro ning muslim tane nay valekiringa,"[3, 3, 2, 2, 1, 1, 1]"
Bigg Boss vishal acting this song,"[2, 2, 2, 2, 2, 2]"
Sad news,"[2, 2]"
அவைகள் பாத்திரங்கள் மற்றும் சாதனங்கள் அல்ல எழை மக்களின் இரத்தமும் சதையும்,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ethallam namba veetu kaasu epadi Elam velai seiyuthu paarunga makkale,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
ஐயா சொன்னே நீங்களும் மோனிகா லவ் பண்றீங்க,"[0, 0, 0, 0, 0, 0]"
அத்தனைசீர்வரிசைபொருட்களையும்வைக்கவீட்டுல்இடம்உள்ளதாபாத்தரக்கடைஆரமபிக்கலாம்அளவோடுஇருத்தல்நலம்மகளுக்குபணம்கொடுத்திருக்கலாம்சொந்தங்களின்அன்பளிப்போவாழ்கவளமுடன்,[0]
Vera maari need to urgently have this as my caller tune 2025,"[1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
எல்லாம் மக்களின் வரிப்பணம் இதை வைக்க தனியாக ஒரு வீடுதான் கட்ட வேண்டும் ஒரு வேளை சாப்பாட்டுக்கு வழி இல்லாம இருக்காங்க இந்த அலப்பறை தேவையா இவ்வளவு ஆர்ப்பாட்டமா கல்யாணம் பண்ணி கடைசியில மாப்பிள்ளை சரி இல்லைனு குடுத்தத திரும்ப கேப்பானுங்க,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
*~இன்னும் 87நாட்களில்பிறந்தநாள்காணும் தளபதி விஜய் அண்ணா~*,"[0, 0, 0, 0, 0]"
Lockdown memories,"[2, 2]"
An Muslim erandekute an dog valekiringa,"[1, 2, 1, 1, 2, 1]"
Fastest South Indian Video Song to Reach 50M Views 3rd Vaathi Coming,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
I was watched this song more than 1000 time but no boring only good vibe,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Who are again coming for watching thalaivar dance like here,"[2, 2, 2, 2, 2, 2, 1, 2, 2, 2]"
Ellam makkal sothu,"[1, 1, 1]"
அரசியல் சொத்தை கை பற்றி இந்தியா கடனை அடைக்க வேண்டும்,"[0, 0, 0, 0, 0, 0, 0, 0]"
நான் இவ்வளவு கொள்ளயடித்துள்ளேன் என்று வெளிப்படையாக தைரியமாக காட்டியுள்ளார் நேர்மையான கொள்ளைக்காரன்,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
91 Million views reached Vaathi coming And Selfie Pulla video is equal,"[2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2]"
எல்லாரோட வயித்தெரிச்சலும் அந்த பொண்ணு மேல விழனும் நு நெனச்சு இத்தன சொத்து குடுதுறுக்கான் ஒரு முன்னாள் MLA கு ஏது இத்தனை பணம் வருமான வரித்துறையினர் இவனுங்கள ஏன் சோதனை பண்ண மாட்டேங்குறாங்க,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Full vibe,"[2, 2]"
என் வகுப்பில் படிக்கும் மாணவர்கள் நான்கு பேர் பள்ளி கட்டணம் செலுத்த முடியாமல் இன்னும் பள்ளிக்கே வரவில்லை இரண்டு மாணவர்கள் புத்தகம் இல்லாமல் ஆசிரியர் களின் உதவி யோடு படிக்ககிறார்கள் இவ்வளவு பணம் இவரிடம் இருக்கிறது என்று தெரிந்திருந்தால் நான் எங்கள் பள்ளி மாணவர்களுக்கு உதவி செய்யும் படி கேட்டிருப்பேனே,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Just fot two people its too much,"[2, 3, 2, 2, 2, 2, 2]"
People after april 1st 2025,"[2, 2, 2, 2, 2]"
Anna unga Amma yaaru kattunga,"[1, 1, 1, 1, 1]"
Ivalo selavu panathuku 10kuzanthaiku heart operation Pani irukalam,"[1, 1, 1, 1, 2, 2, 1, 1]"
120M views loading Vaathi yaaru thalapathy,"[2, 2, 2, 2, 1, 2]"
Makkal kasa adichurupan,"[1, 1, 1]"
Only thalapathy Vijay sir fans,"[2, 2, 2, 2, 2]"
this beat is just wow,"[2, 2, 2, 2, 2]"
Avalavum paava mootaigal ponukku seethanama poguthu,"[1, 1, 1, 1, 1, 1]"
Anyone who Allu arjun fans,"[2, 2, 2, 2, 2]"
riyas baiya nalla emanthingala fancy store la unga lucky dog naa poren nu thulli kuthikuthu pola,"[2, 3, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]"
Divorce conform,"[2, 2]"
Ivlo pathirama rendu pathiram kaluvavey kai valikudhu ivalavu vangi koduthu andha ponnu enna samaika pora,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Yes I am in 2025,"[2, 2, 2, 2, 2]"
Eva veetukku income tax raid pokalaiya innum,"[1, 1, 2, 2, 2, 1, 1]"
2025 wath this video any one,"[2, 3, 2, 2, 2, 2]"
200 Million Views 3 Lakh Comments,"[2, 2, 2, 2, 2, 2]"
மக்கள் பணத்தை சுரண்டி இப்படி சீர் செய்வதில் என்ன பெருமை வெட்கப்படனும் உழைத்து அதில் ஒரு சவரன் நகை போட்டு எளிமையாக கோவிலில் திருமணம் செய்து கொடுக்கும் சாமானிய மக்கள் தான் பெருமை மிக்க திருமணம்,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
beat change,"[2, 2]"
சீர் வரிசை என்ற பெயரில் லஞ்சம் பணம் செலவு செய்கிறான் மக்கள் வயிறு எரிய இதுக்கு,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wast,[2]
Super keep it up all mla and mp s,"[2, 2, 2, 2, 2, 2, 2, 2, 2]"
Super anna,"[2, 1]"
Super,[2]
Pesama ponnu gaaji ku batting gaaji aachi aadi irukalam,"[1, 1, 3, 1, 2, 3, 1, 1, 1]"
Ponnuku kadai vaithu thanthurukar pola,"[1, 1, 1, 1, 1]"
என்ன கேட்ட 500 சவரன் போதும் சொல்லி இருப்பேன்,"[0, 0, 2, 0, 0, 0, 0]"
3 days 10M views 3 day Total la 2 month la 100M views,"[2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2]"
50 Jodi ku free ah kalyanam pannirukalam Waste of money,"[2, 1, 1, 2, 2, 1, 1, 2, 2, 2]"
Please avoid this kind of news think poor girls future,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Vishal,[2]
Antha dog ball kekuthu,"[1, 2, 2, 1]"
திருட்டு பணம்,"[0, 0]"
YouTube Founder: how many 1M liked video is there for vijay Fans: YES,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Thalapathi,[2]
No one is wearing mask,"[2, 2, 2, 2, 2]"
This song has authentic Indian dancing style no fancy steps just pure energetic dance for everyone to enjoy the dancing,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
மாப்பிள்ளை பாத்திர கடை திருக்க போரார,"[0, 0, 0, 0, 0]"
Happy 4th anniversary Kon kon 2025 me sun rahe hai,"[2, 2, 2, 3, 3, 2, 3, 3, 3, 3]"
I think this much things are not necessary for a house during this covid period many people have died because of poverty even today people are suffering for one time food during the starting stage of covid I was shocked to hear that a doctor sucide herself due to poverty pls sir give some things which is not necessary for you to poor people helping people will get more blessings to you and your family blessings are more valuable than dimond or platinum,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
Anirudh,[2]
இவ்வளவு பாத்திரங்களை பயன்படுத்த முடியாது ஒரு பெண்,"[0, 0, 0, 0, 0, 0]"
Pudhusa kepom subtitle add pannathu aperom pakka vanthavanga like podunga,"[1, 1, 2, 2, 1, 1, 1, 1, 2, 1]"
There is no single moment in this song where u cant enjoy the song Every bit of the song like faadu still I am enjoying on my mind With out playing the song,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
ஆவின் காசு+வருடம் சட்டமன்ற உறுப்பினர் காசை கஷ்ட்டபட்டா சம்பாரிக்க போறார்,"[0, 0, 0, 0, 0, 0, 0, 0]"
Dog so cute,"[2, 2, 2]"
6கோடி வியூவ்ஸ் தொட்டாச்சி 60000 கமெண்ட்ஸ்,"[0, 0, 0, 2, 0]"
Ellam sari mappillaikku muthal kalyanama illa,"[1, 1, 1, 1, 1, 1]"
Whp can have so much energy at the age of 45 plus other than thalapathy,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
bigg Boss VJ Vishal,"[2, 2, 2, 2]"
2100 la um irukkum vibe,"[2, 1, 1, 1, 2]"
தன் மகளுக்காக இவ்வளவு செய்தவர் அவர் MLA வாக தன் இருக்கும் ஊருக்கும் ஊர் மக்களுக்காக என்ன செய்தார்னு வீடியோ போடுங்க அது பார்த்து அவரை நாம் எல்லோரும் பாராட்டலாம் தன் மகளுக்காக அப்பா செய்ரத இப்படி பெருமை படுத்தி காண்பதும் தவறு இது சுயநலம்,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
இவ்வாறு செய்வதற்கு யாரும் இல்லாதவர்கள் மற்றும் பிள்ளைகளால் கைவிடப்பட்டவர்களுக்கு மூன்று வேளை உணவு கொடுத்து ஆடை வாங்கி கொடுத்திருந்திருக்கலாம் பணம் இருக்கும் மனிதனிடம் மனம் இருப்பதில்லை மனம் இருக்கும் மனிதனிடம் பணம் இருப்பதில்லை,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
India vijai fan like me vijai sport,"[2, 2, 2, 2, 2, 2, 2]"
Osam,[3]
I think she or her father should return the vessels and Providence,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
90s kids mind voice: namaku ponnu kuduthaley podhum,"[2, 2, 2, 2, 1, 1, 1, 1]"
I am Thala fan but i am not Vijay hater climax Vera level dance,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2]"
வாழ்த்துக்கள் உங்கள் மகள் மீது உள்ள அன்புக்கு,"[0, 0, 0, 0, 0, 0]"
I have been watching a lot of Vaathi but Bigg Boss Season 8 vj Vishals performances in Vaathi are coming,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
This song deserves 10 billion views,"[2, 2, 2, 2, 2, 2]"
After watching Vj Vishals dance,"[2, 2, 2, 2, 2]"
மாப்பிள்ளை வீட்டார் ரொம்ப பஞ்த்தில் உள்ளனர் போல,"[0, 0, 0, 0, 0, 0]"
Any 90kids like me yanaku kalyanam nadakumana theriyala any one like me,"[2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2]"
Uruku nallathu saigana Unga vitu ponnuku ellam sanjitaru pola,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
Intha video vuku 63k like pota pavigalli enna sollvathu,"[1, 2, 1, 3, 2, 1, 1, 1, 1]"
இதுபோன்ற வரதட்சணை சீர்வரிசை காட்டில் பல ஏழைப் பெண்களின் உயிரே போனாலும் பரவாயில்லை என்று நல்ல தாய்மார்களின் வேதனை கண்ணீர் உங்கள் இதயத்தை,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
அப்பம பணம் இருக்குமா,"[0, 0, 0]"
நேர்மையான முறையில் சம்பாதிக்கும் அம்மா அப்பா அவர்களுடைய மகளுக்கு 10 சவரன் நகை கூட சேர்க்க முடியாமல் தவிக்கும் போது இவ்வளவு பணம் யாருடையது எங்கிருந்து இவ்வளோவு பணம் எங்கிருந்து வந்தது,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
One of my favourite vijay movie,"[2, 2, 2, 2, 2, 2]"
வாத்தி கம்மிங் like ரவுடி பேபி கமென்ட்,"[0, 0, 2, 0, 0, 0]"
100M podu,"[2, 1]"
மாப்பிள்ளை பெரிய பாத்திர கடை இல்லை பல்பொருள் அங்காடி வைக்கலாம் என்று கேட்டிருப்பார் அதனால் தான் இந்த கூத்து,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2025 இதிலும் ரசிகர் இருக்க,"[2, 0, 0, 0]"
Who here after 100 million in a one month Tamil gethu,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]"
